RhythmScore,AudioLoudness,VocalContent,AcousticQuality,InstrumentalScore,LivePerformanceLikelihood,MoodScore,TrackDurationMs,Energy,BeatsPerMinute
0.535336651,-2.187991367,0.091664815,0.467552163,0.014510865,0.0243,0.509566956,218483.4381,0.995933333,133.7889253
0.493722917,-11.86069837,0.063814671,5.36e-06,0.234403907,0.379493646,0.630424031,209957.0335,0.345066667,142.7501503
0.644750296,-4.617707738,0.027101642,5.36e-06,1.07e-06,0.204681858,0.545022563,352161.9092,0.901,187.118841
0.448970556,-8.606137367,0.093508817,0.662182627,1.07e-06,0.395611805,0.694945297,181783.1894,0.083533333,140.0101816
0.20809395,-8.871800617,0.059631822,0.825839068,1.07e-06,0.097368834,0.447512928,187411.237,0.316333333,97.35976155
0.516882498,-1.357,0.105302472,5.36e-06,0.183639334,0.070611292,0.861820518,244900.9681,0.728266667,149.735557
0.638515014,-8.04850946,0.07096752,0.0134285,1.07e-06,0.204775571,0.778395402,162376.3547,0.456133333,138.9986678
0.445128005,-14.21424631,0.0235,0.125412031,0.084253441,0.290505764,0.264291427,281686.1763,0.980133333,110.88377
0.689101852,-11.96921705,0.117780232,0.433355106,0.211661509,0.172283134,0.518512184,211496.329,0.1494,128.1579396
0.550588237,-8.81490591,0.045665631,0.090684111,0.105901824,0.109676048,0.483139344,262121.2305,0.452,138.493946
0.748438353,-3.109160212,0.062832506,0.054086779,0.239708763,0.487355663,0.477716403,227929.5195,0.179866667,98.61284097
0.422865163,-8.422108072,0.052220707,0.142898158,0.248055922,0.292810361,0.396301753,332273.919,0.8238,74.58760752
0.975,-8.659021531,0.0235,0.010928092,0.128445748,0.069459877,0.899054643,274496.0302,0.646666667,79.75280045
0.975,-2.93072298,0.044566757,0.35665725,0.106880824,0.143346932,0.543354797,309374.7955,0.339733333,116.6816218
0.418268891,-7.118064574,0.0235,0.474882268,0.280355391,0.076401621,0.657480789,117267.5851,0.454866667,119.2471988
0.477288602,-9.311160746,0.0235,0.209022215,0.178650691,0.092955526,0.248444831,255705.8358,0.689333333,123.1601749
0.553487814,-1.357,0.066907479,0.16633501,1.07e-06,0.215672843,0.552929472,224676.6185,0.5934,91.45965087
0.862319503,-1.357,0.036646451,5.36e-06,0.12332425,0.107377034,0.724576557,239352.0057,0.420266667,131.3886254
0.492762941,-13.7173489,0.141069107,0.298736894,1.07e-06,0.21434149,0.766685493,353346.0468,0.094666667,172.3659761
0.650780418,-3.447258009,0.070076242,0.399328372,0.255335522,0.255814012,0.453539957,264613.1345,0.559866667,111.1942916
0.273094269,-9.189806271,0.038821151,5.36e-06,1.07e-06,0.292507095,0.470331708,212788.6919,0.5126,165.1464532
0.449597373,-14.27672249,0.030370372,0.907203145,0.257976566,0.24859667,0.978,287488.1598,0.327066667,82.92684227
0.477245131,-6.918090434,0.073641721,0.183210363,0.16907409,0.34018761,0.978,266217.3961,0.764066667,103.38833
0.568214367,-3.86002399,0.111661367,0.346965239,0.191376422,0.29649813,0.295456699,280802.0498,0.499066667,140.3014547
0.416938972,-3.98775956,0.072518804,0.449873462,0.349738954,0.227780491,0.449094129,245918.4071,0.780266667,173.0424896
0.527239578,-16.38799046,0.069348051,0.075826666,1.07e-06,0.175800893,0.692417631,301877.1794,0.433,99.19638386
0.593403955,-8.230017931,0.103356537,0.466207097,1.07e-06,0.074381046,0.963442017,110178.3015,0.258066667,105.4458835
0.603285344,-10.40114033,0.166196485,0.147094256,0.142999389,0.271866901,0.656682562,194741.5692,0.205066667,156.1161901
0.646074632,-1.357,0.076681139,0.51035683,0.130588369,0.0243,0.215338357,271584.1788,0.707666667,108.7131133
0.548427936,-16.24049885,0.0235,0.53792444,0.188156633,0.146579506,0.602079995,272296.6398,0.1692,129.1465041
0.931585547,-5.728196473,0.02954713,0.567546781,0.279148816,0.203521257,0.827360529,299797.8614,0.360066667,151.6122809
0.571815967,-5.734532291,0.039544711,0.567346936,0.148787084,0.274947529,0.442088924,228548.8454,0.1718,88.38826792
0.400884461,-11.46455537,0.054107419,5.36e-06,0.142530571,0.10063922,0.333404432,87393.918,0.408466667,67.47457502
0.812008318,-7.009355323,0.120674004,0.329955479,0.182964141,0.056699481,0.718456639,287885.4613,0.548533333,132.4195208
0.516990854,-9.141255329,0.184078525,0.42036905,1.07e-06,0.13090292,0.575407866,203468.3944,0.263066667,120.1544966
0.898689727,-4.530782042,0.114941025,0.652077612,1.07e-06,0.127622434,0.558646629,330610.7962,0.1862,163.1460703
0.811994288,-8.184374997,0.096138989,5.36e-06,1.07e-06,0.208919927,0.843580654,283938.1889,0.721933333,136.6962453
0.404108824,-7.338061729,0.040743929,0.31597812,0.067173138,0.201100481,0.742735827,268119.2378,0.622266667,105.2431708
0.511463082,-8.474449842,0.077117437,0.396777489,0.034953628,0.348977808,0.22871056,313971.2667,0.1222,154.0879126
0.689284422,-9.344792092,0.085553438,5.36e-06,0.025291915,0.38868284,0.682545547,257190.3522,0.445066667,69.57145932
0.531576614,-8.779749894,0.058467112,0.430548606,0.285267371,0.086558707,0.978,246849.6025,0.323733333,169.16044
0.468902942,-11.37648578,0.0235,0.928903171,0.130284194,0.400763638,0.633987595,152866.292,0.240933333,90.51058144
0.797903798,-18.02774046,0.055553483,5.36e-06,1.07e-06,0.220356323,0.636605873,149700.2877,0.574333333,56.47922535
0.543228626,-3.090629034,0.036849888,0.207014539,0.117579913,0.0243,0.49788434,232793.2683,0.425133333,100.9291294
0.809137304,-15.13394163,0.174461508,0.160809368,1.07e-06,0.139955022,0.59544831,249830.0594,0.292533333,137.1326139
0.561152958,-14.37579079,0.147293589,0.338191904,0.21907351,0.070631266,0.532322153,176277.5947,0.3632,140.4523245
0.164805879,-5.649421332,0.0235,0.053514835,0.60855396,0.129991604,0.509037132,284666.8845,0.760266667,103.4378605
0.851920046,-13.75687029,0.130313714,0.20171757,0.103445804,0.093227635,0.0256,251443.1363,0.896733333,112.7313446
0.592998311,-18.91440219,0.049543168,0.084301663,1.07e-06,0.160190357,0.824794042,275529.7166,0.930066667,145.5149745
0.617388952,-12.85566826,0.087850583,5.36e-06,0.04434128,0.389551173,0.859153366,288910.1205,0.838266667,115.4121736
0.441580919,-10.92696776,0.118077767,0.579881805,0.219462713,0.295302457,0.67927631,213800.0019,0.040666667,145.9243518
0.769617018,-10.40393892,0.21339617,0.633165594,1.07e-06,0.097710311,0.76075402,259631.763,0.0076,84.89296645
0.621289188,-11.86854917,0.211644299,0.078019246,0.041083501,0.0243,0.802836824,280125.9509,0.833266667,119.6023442
0.580589781,-13.22362768,0.126020202,5.36e-06,0.808885571,0.0243,0.611421507,255590.3516,0.758266667,93.46424076
0.538216372,-4.321801271,0.042962878,0.16013032,0.346586553,0.148226453,0.24159982,175647.6799,0.508866667,98.63571777
0.213972242,-10.11984592,0.031083359,0.790363414,0.138454613,0.058572533,0.964910118,246118.3255,0.290133333,147.4922918
0.242072414,-6.951833343,0.120320253,0.0151598,0.485206934,0.424883847,0.30523297,222138.2656,0.491133333,140.4639437
0.645320394,-1.357,0.050426036,5.36e-06,0.007994149,0.382277507,0.350759803,231973.1407,0.1628,128.692755
0.643126712,-8.492476797,0.146719692,0.196732215,1.07e-06,0.283099421,0.359778999,309524.2703,0.246533333,73.17034132
0.524319471,-4.355205971,0.0235,5.36e-06,0.187083769,0.033374191,0.233206324,197730.2655,0.5254,114.4868008
0.510108576,-5.527060053,0.026774255,0.537592836,0.333954766,0.284608318,0.599289231,211701.2392,0.066266667,117.7465137
0.352317793,-6.15311966,0.0235,0.08633191,0.489544001,0.154202342,0.791761589,213913.3377,0.185,127.3157047
0.411438402,-5.301806466,0.050154631,0.958620194,0.739671222,0.204484171,0.215849291,204974.2141,0.696733333,121.3751987
0.523153207,-5.375679253,0.084330503,0.06639059,1.07e-06,0.174433628,0.462258686,83226.11475,0.949466667,163.1049494
0.841066017,-6.010787865,0.070120372,0.326565817,1.07e-06,0.415859125,0.448189986,218322.6557,0.5194,92.95158789
0.596751373,-6.695793942,0.131941147,0.039543599,0.280463978,0.250381261,0.326332295,267055.5051,0.225133333,110.7216434
0.847785775,-13.95837696,0.0235,0.217173328,1.07e-06,0.171176159,0.305826922,132348.9794,0.366,132.901815
0.617171226,-12.1250506,0.0235,0.21107675,0.095343536,0.0661206,0.455661756,265400.4055,0.2264,97.84409597
0.711461294,-6.6873171,0.0235,0.694053283,0.305400982,0.289400318,0.407687487,227065.6414,0.134466667,126.504018
0.434555213,-7.249724864,0.0235,0.099452566,0.336524953,0.0243,0.638553681,225475.2479,0.914866667,140.8459969
0.284755828,-4.722366077,0.081171137,0.237659236,0.051896325,0.132726927,0.372966287,236595.5171,0.515666667,141.7869605
0.322779127,-13.58839581,0.181039181,0.589156941,0.354318707,0.0243,0.784495257,188910.6029,0.6752,119.9004363
0.460806421,-1.357,0.214554827,0.121931645,0.262095724,0.434158281,0.286870505,294314.7346,0.719866667,110.1408698
0.502699326,-2.530345786,0.092736633,0.235022625,0.060981957,0.397504779,0.393929698,173663.4861,0.186666667,157.4526209
0.399929182,-9.749820997,0.139173302,5.36e-06,0.404650456,0.144306116,0.8981338,313250.1973,0.967133333,84.81138423
0.527694334,-7.819913491,0.0235,0.095294054,1.07e-06,0.0243,0.086648271,292070.6872,0.9588,165.913566
0.488227251,-4.430359,0.113551266,0.094392987,1.07e-06,0.058704062,0.58400024,277713.5175,0.711933333,116.7165453
0.516058599,-13.52933221,0.226135052,0.15526225,0.083545931,0.0243,0.882260958,279000.4775,0.8318,67.90797536
0.649802071,-12.79014947,0.039909883,0.494458003,1.07e-06,0.23618053,0.616656466,284985.9749,0.015266667,98.57371433
0.47405887,-12.40709873,0.044259392,0.361335872,0.175850908,0.0243,0.336254584,259572.492,0.686133333,115.8470068
0.576150205,-1.520209291,0.079033699,0.592306191,1.07e-06,0.425017502,0.190803576,159969.5753,0.8858,128.7059959
0.685568737,-4.257603737,0.202093471,0.218725159,1.07e-06,0.02676433,0.782700441,271505.2261,0.964933333,128.4338477
0.530926206,-24.8570655,0.0235,5.36e-06,1.07e-06,0.208079721,0.172100904,169555.6409,0.904066667,164.881548
0.743036959,-11.65691765,0.0235,0.592693155,1.07e-06,0.233611548,0.525216326,300421.795,0.170733333,71.38858065
0.735436518,-11.41139619,0.0235,0.327761952,0.286105935,0.221058211,0.238768614,227237.1785,0.3048,135.0197408
0.596068042,-1.357,0.0235,0.45392067,0.217144449,0.0243,0.238565937,202255.5635,0.434933333,146.4823683
0.721145181,-4.587628721,0.10862883,0.306496185,1.07e-06,0.320403917,0.608393415,143991.0965,0.433866667,129.2760468
0.48612525,-6.893470628,0.070528449,0.418961749,0.400237789,0.275525708,0.927586953,205623.4739,0.4962,111.9496903
0.975,-13.16341833,0.05435729,5.36e-06,0.214005644,0.317647824,0.74140437,63973.0,0.607733333,115.2575536
0.739952288,-16.44435954,0.0235,5.36e-06,0.146285985,0.41489252,0.189921497,346919.3737,0.871533333,148.1397483
0.551015212,-15.06268708,0.118581203,0.114741101,0.16955957,0.364630776,0.812425743,231274.0114,0.077133333,117.0777101
0.623823884,-11.8780111,0.108880864,0.116308768,1.07e-06,0.348779784,0.686284738,234247.671,0.426666667,107.2329204
0.489052036,-3.724013671,0.0235,0.301556884,1.07e-06,0.148885972,0.792616287,308082.1,0.511066667,132.1761244
0.354602009,-14.91708806,0.233281379,5.36e-06,1.07e-06,0.460727624,0.421570556,182875.3555,0.776733333,112.7981329
0.418553226,-7.5341263,0.0235,0.173007141,1.07e-06,0.047412136,0.384290265,136429.1087,0.8176,145.8154946
0.684354288,-5.228400192,0.088045692,0.188724785,0.167123239,0.278716212,0.715455765,270851.6963,0.0362,82.40549968
0.492872324,-10.97424566,0.12762871,0.222022644,1.07e-06,0.197215879,0.394329449,159033.2277,0.796533333,101.7742821
0.806233942,-1.357,0.068138321,0.171402977,0.108446704,0.414539337,0.420481765,379523.706,0.301866667,66.72032421
0.443129575,-2.673049028,0.053873915,0.146185799,1.07e-06,0.176978838,0.426169693,194294.7181,0.854466667,106.164598
0.468142052,-12.68169673,0.027637714,0.314903219,1.07e-06,0.319439845,0.258546616,274915.3093,0.202733333,124.4139001
0.586030126,-11.66696611,0.0235,0.057637666,1.07e-06,0.16663989,0.270736807,190950.3301,0.913733333,106.6571898
0.679800143,-7.15162161,0.0235,0.603689387,0.203934784,0.279385421,0.614468345,322578.6848,0.0462,131.218307
0.463833368,-6.561361132,0.0235,0.89321184,0.301657397,0.241651783,0.790188081,316167.7658,0.5764,109.8947252
0.616090155,-9.113429161,0.079009714,0.050495757,0.403533977,0.152768303,0.302237785,371483.8196,0.995333333,94.37813838
0.37552493,-5.995148644,0.157727297,0.428019545,1.07e-06,0.11595943,0.565776416,311367.2827,0.459933333,80.77257164
0.639853235,-15.6440712,0.0235,5.36e-06,1.07e-06,0.206148474,0.465377042,228884.0356,0.962733333,139.8607822
0.677203179,-4.534813,0.124878065,0.351506281,0.142473083,0.206160018,0.458390543,287103.7074,0.120333333,160.9544572
0.469545905,-6.229708096,0.0235,0.089040707,0.035683191,0.359673275,0.753787252,167742.8056,0.314266667,130.0615571
0.411521695,-3.33174462,0.13124637,0.680542654,0.117542164,0.272832937,0.6841085,272754.9637,0.068266667,110.8221293
0.412758543,-8.99649841,0.167861676,0.128908926,0.090401718,0.027772769,0.649144346,264054.6269,0.752133333,162.3535075
0.234957831,-11.4469835,0.066845711,0.508564047,0.208463418,0.263999302,0.0256,179450.7556,0.933666667,139.0534307
0.812369005,-7.861111189,0.218972762,0.267835009,0.043717028,0.0243,0.16730338,213166.2435,0.931666667,122.7511986
0.644283419,-2.099153185,0.047927155,5.36e-06,0.118271213,0.157895423,0.509073748,264753.4563,0.4148,155.6462678
0.463107586,-21.12509103,0.186452062,0.397103249,1.07e-06,0.0243,0.790792581,183706.6873,0.919866667,182.8477031
0.441112747,-3.646973712,0.0235,0.01241358,0.088049876,0.173015003,0.27774575,151773.8316,0.375933333,95.72818368
0.595409269,-2.750346106,0.112420738,0.246805979,0.108277873,0.06630132,0.978,335053.0461,0.626466667,101.6847589
0.525967512,-10.96827847,0.070445162,0.311496082,0.165960047,0.0243,0.213529393,274107.7575,0.907,110.9092601
0.538199616,-8.406152309,0.096272958,0.52701644,0.03506893,0.235427396,0.567795244,266964.7299,0.024466667,111.4678664
0.820827484,-1.357,0.033239797,5.36e-06,1.07e-06,0.507721372,0.19308507,280068.9036,0.45,149.5814149
0.457120798,-7.286201356,0.0235,0.380761477,1.07e-06,0.216319677,0.786573979,244189.3904,0.317066667,89.06929459
0.695765221,-3.908153921,0.100003866,0.083848301,1.07e-06,0.283355943,0.211657442,63973.0,0.579866667,114.828172
0.660184598,-14.05050574,0.0235,0.533636433,1.07e-06,0.057146421,0.313275413,238020.9591,0.257066667,94.81372893
0.480781403,-9.74855241,0.080604359,0.033243476,1.07e-06,0.130329998,0.297698125,226006.6545,0.601933333,120.7511767
0.36648831,-7.183013226,0.133096852,0.263609518,0.127449603,0.353010782,0.877291182,255387.4978,0.4848,183.4707545
0.620306814,-12.74189084,0.055873439,0.063425091,0.233569532,0.226821813,0.241707979,228266.055,0.899266667,105.3082837
0.715019769,-4.814438426,0.113220179,0.156074894,0.242442147,0.413543471,0.219488289,228474.1125,0.259666667,70.14109712
0.585444798,-7.846083121,0.159253652,0.167273161,0.06159654,0.114376322,0.720277928,230436.1747,0.1388,98.69823305
0.616546766,-2.618643886,0.226178821,5.36e-06,1.07e-06,0.262634824,0.978,90221.84912,0.446733333,132.0190112
0.612633758,-16.67157113,0.192744958,0.481945529,0.292401233,0.106942561,0.366914543,296818.2968,0.196,119.9527835
0.853537314,-11.63657598,0.117359766,5.36e-06,1.07e-06,0.344835304,0.602009447,249612.5287,0.687666667,109.9034865
0.594036229,-15.43012199,0.071900209,0.630594038,1.07e-06,0.0243,0.631644729,204674.2976,0.428266667,108.8921449
0.688286054,-1.357,0.107759765,0.256191115,0.222002795,0.189905296,0.978,276603.2797,0.3434,127.3240933
0.468337372,-19.23314803,0.194943029,0.387865697,1.07e-06,0.0243,0.197482852,262932.1845,0.476333333,81.87918168
0.519416528,-18.59134288,0.071392615,0.31405091,0.374506018,0.18076008,0.909088136,223220.7632,0.257266667,124.9324422
0.578691965,-4.043102575,0.076163153,0.803671395,0.173660312,0.1289138,0.625026116,175403.3589,0.223666667,118.8132637
0.681281738,-3.720420657,0.0804515,0.446924678,0.06813962,0.033253913,0.642671492,202658.1785,0.393266667,130.3112176
0.628698325,-9.419045153,0.081804237,0.219362626,1.07e-06,0.0243,0.408802815,193054.6784,0.685933333,156.30717
0.804655743,-6.268812701,0.080536059,0.411402835,1.07e-06,0.524320809,0.672200642,205398.2621,0.954066667,116.9793142
0.726493117,-8.712658207,0.0235,5.36e-06,1.07e-06,0.373923326,0.239647136,192076.3335,0.426466667,89.33367096
0.626301612,-15.78361126,0.0235,0.294153961,0.173999818,0.231826714,0.437003238,228844.0292,0.1486,176.3454091
0.314011711,-5.799331134,0.162502888,0.215717056,1.07e-06,0.518156576,0.569055016,322024.4229,0.5188,127.4569855
0.748506341,-4.942044196,0.076195553,0.077316878,1.07e-06,0.157100162,0.730691963,304684.7313,0.243733333,69.13738983
0.394045202,-8.421484912,0.142940383,0.995,0.215547306,0.073265408,0.447484301,233035.3828,0.1714,113.8379054
0.757906041,-12.64590074,0.25706941,0.650018602,0.552418536,0.414728432,0.474411827,259455.5588,0.094466667,166.358935
0.840662737,-7.882795516,0.080106981,0.376589871,1.07e-06,0.278336968,0.488077313,340455.2679,0.3062,149.8949069
0.506746033,-12.01729788,0.026129075,5.36e-06,0.021047982,0.0243,0.438941503,263212.046,0.9498,109.0519596
0.732291798,-14.42030799,0.116366153,0.055975595,1.07e-06,0.058229235,0.754401508,292449.0263,0.3794,147.9121182
0.248426393,-10.47958569,0.0235,0.342880313,0.229907238,0.143153829,0.497326092,209281.0304,0.414133333,145.3019647
0.732581905,-5.956662584,0.0235,0.302510726,0.007318362,0.0243,0.363454915,171597.4873,0.399533333,92.1760619
0.281300073,-10.96208887,0.030062313,5.36e-06,1.07e-06,0.360323351,0.473635999,223181.0285,0.366066667,142.7761289
0.289584814,-2.662691827,0.0235,0.320414488,1.07e-06,0.203860715,0.88228479,262962.8088,0.6144,110.7530831
0.657279386,-2.576575009,0.0235,0.444151221,0.259542139,0.026105924,0.452420688,232829.9735,0.719533333,58.93494193
0.451641994,-6.404123413,0.170765985,0.37438937,0.428713248,0.298438461,0.468334395,297856.482,0.798733333,89.59545997
0.446296897,-12.12145883,0.143507963,0.43841603,1.07e-06,0.0243,0.422961562,290488.4713,0.8534,134.5171076
0.195500287,-11.91680914,0.165434575,0.122858029,0.030478616,0.0243,0.620623895,252103.978,0.8302,69.5631051
0.637932145,-6.477727275,0.111152955,0.160986258,0.004760202,0.029575596,0.275839819,236227.5613,0.554666667,94.88105105
0.706689033,-4.927829678,0.196136865,0.274007163,0.201200031,0.090781523,0.581592785,236486.3854,0.355866667,167.8896292
0.5581396,-7.551166678,0.179528339,0.112500608,0.040576646,0.174047337,0.0256,264313.2143,0.7594,97.59471346
0.472473193,-9.083899508,0.050642026,0.164488368,0.152671095,0.126541303,0.64064941,295115.6268,0.623066667,147.5441583
0.600900132,-4.289522549,0.0235,0.31288739,0.212120826,0.180045002,0.0256,221657.8723,0.981333333,116.4574295
0.44872953,-3.223985333,0.184021262,0.713174687,0.021075397,0.231130532,0.550123893,170641.2882,0.7416,102.7907546
0.583098555,-18.92879559,0.152973569,0.175192449,0.134692843,0.391681618,0.614809115,287352.6722,0.252733333,97.03802755
0.445979875,-10.35812464,0.09904297,0.50928362,0.099616043,0.410740968,0.388294955,235602.8227,0.102466667,161.2187005
0.599735908,-1.8734855,0.077387147,5.36e-06,0.201431446,0.0243,0.464296433,259064.523,0.345333333,58.4991817
0.540505028,-6.652950166,0.0235,0.345455563,1.07e-06,0.269167041,0.573884952,338330.5486,0.3322,130.3619283
0.512739321,-6.932545095,0.0235,0.357466123,0.400157515,0.238976807,0.253421813,348289.5017,0.783933333,86.80786925
0.633441991,-10.80180063,0.0235,0.096650952,0.414183438,0.45926127,0.642715999,117198.5821,0.142266667,109.5594863
0.554011378,-15.99576215,0.099640103,0.731025221,0.402072529,0.348605058,0.708519654,199551.7014,0.3562,100.5631144
0.353028923,-9.367781178,0.06480284,0.078280908,0.874642221,0.140256342,0.795895091,297627.6469,0.583533333,132.9975735
0.698370765,-11.32794274,0.032628617,0.193372984,0.308387647,0.114231693,0.962886685,305429.0496,0.110466667,145.2284377
0.572848481,-9.075602885,0.156601258,0.173749833,0.376289388,0.281450803,0.877537753,309359.818,0.526333333,164.590841
0.48342777,-8.753251051,0.12031684,0.380293711,0.300864747,0.419631964,0.430004003,210081.9333,0.159666667,129.5077674
0.495175258,-6.014472296,0.104426501,0.512713176,0.003651955,0.069557435,0.0256,213559.4738,0.9986,124.4748717
0.623838761,-1.357,0.071679364,0.183864807,0.141507416,0.161491338,0.516737613,226615.8114,0.256266667,68.83920354
0.406473151,-1.357,0.152440739,0.212530036,0.393311999,0.174457922,0.669604196,248646.0481,0.482733333,103.8893492
0.61715134,-8.695264712,0.276087033,0.408803847,0.370855791,0.0243,0.978,171731.8072,0.6456,152.2393175
0.608451803,-3.972835273,0.0235,0.619554426,0.408322556,0.0243,0.278286575,237789.7365,0.361466667,104.0391845
0.904281747,-8.914707731,0.059715066,0.317336597,0.099223669,0.144028731,0.200606234,292961.4369,0.216866667,151.7784022
0.500547315,-8.76852523,0.235698515,5.36e-06,0.341542203,0.076657864,0.701196686,173417.2806,0.435133333,111.2033583
0.658684083,-10.83466679,0.116241508,0.436451064,0.082551646,0.456662751,0.816928786,272557.4006,0.018866667,108.3689998
0.41086726,-7.983477612,0.132567287,5.36e-06,0.193318927,0.0243,0.477774774,321961.3662,0.885533333,100.4052946
0.824508252,-10.31789586,0.0235,0.358143394,1.07e-06,0.239902584,0.859750855,219453.7025,0.137066667,122.0525593
0.3028775,-7.01721284,0.0235,0.07051698,0.320173184,0.257812632,0.393251153,234561.7534,0.9008,48.44692491
0.938367096,-12.7289595,0.103954679,0.33182231,0.040789974,0.207434035,0.490484815,251738.6979,0.1158,128.4206666
0.634538476,-12.018981,0.0235,0.113969862,0.02809254,0.306500447,0.38617813,188969.9026,0.335933333,99.3658908
0.975,-16.83614977,0.103459578,0.330808012,0.668076361,0.0243,0.483784342,301236.0504,0.699866667,118.6166826
0.658991791,-9.217552965,0.083044286,0.512056947,0.375615999,0.197662457,0.419498812,312331.5739,0.028533333,121.5263596
0.618759909,-11.37059946,0.0235,5.36e-06,0.129836866,0.0243,0.045902374,222109.589,0.8666,133.963878
0.461101753,-15.56574974,0.117594522,0.31648135,1.07e-06,0.055945956,0.610648192,265524.6615,0.3068,66.10224812
0.658478529,-1.357,0.101366892,0.547305685,0.004704102,0.179275548,0.279346651,325663.1859,0.190866667,120.2797181
0.493638603,-10.50200188,0.047500838,5.36e-06,0.199408508,0.239972206,0.522499361,207667.1445,0.6954,98.12909375
0.42005312,-14.70882229,0.193970942,5.36e-06,1.07e-06,0.102273891,0.978,296431.1605,0.492066667,138.0501942
0.604376355,-11.23913293,0.180946135,0.166398432,0.120140525,0.339406792,0.32211993,212423.4417,0.1324,137.5057149
0.492733697,-7.079511545,0.219880584,0.4048463,1.07e-06,0.255558015,0.748315573,266670.2321,0.257666667,172.4697196
0.452551761,-1.357,0.042957425,5.36e-06,1.07e-06,0.160028867,0.468727903,221754.1475,0.819666667,99.96326958
0.628812852,-8.825053587,0.104717144,0.231769254,1.07e-06,0.395022135,0.467379724,295165.8522,0.147533333,126.870321
0.679269587,-8.800692272,0.091558198,0.365850332,0.13599609,0.283388322,0.623467107,229793.2684,0.032333333,67.91155496
0.701711751,-11.97314423,0.102699822,0.263476717,0.02361089,0.142420462,0.22914766,215316.4156,0.294,141.0875577
0.802188349,-9.452276603,0.092767808,0.006128914,0.041283066,0.0243,0.978,214139.3132,0.772866667,100.8884452
0.649005106,-12.13577173,0.118568441,0.085897012,1.07e-06,0.195506642,0.705639236,221611.6579,0.915533333,172.0606708
0.659699945,-6.637038556,0.0235,0.358991919,0.050941071,0.412215973,0.638281748,150053.7053,0.072533333,82.67173706
0.544028295,-5.611041001,0.108832662,0.079995853,0.088622072,0.170407402,0.1621861,193551.1078,0.583266667,119.761849
0.665061173,-5.944158951,0.0235,0.072829562,0.37753803,0.129691301,0.545452286,291724.161,0.311333333,135.3568062
0.520054569,-14.58843211,0.0235,0.017472759,0.228581233,0.0243,0.870148784,244432.8664,0.864866667,117.2069914
0.587162796,-9.90529828,0.113221571,0.009180419,0.188652293,0.375618371,0.597004411,321860.1728,0.656466667,70.79618069
0.543164201,-7.32192542,0.0235,0.094801692,1.07e-06,0.031860651,0.73802007,302530.3851,0.9506,136.591035
0.376568419,-1.357,0.046654009,0.333757441,0.16421158,0.0243,0.578006613,267255.3243,0.899666667,156.8190143
0.652647783,-6.936384422,0.0235,0.278561704,1.07e-06,0.226498337,0.651323309,184021.9285,0.339866667,103.0861512
0.41214203,-19.3244785,0.030554521,0.602404357,0.326389815,0.402001081,0.81043439,209453.3618,0.0992,114.7101713
0.464399641,-13.82489891,0.095362204,0.613503316,0.357812435,0.037604561,0.848144737,201392.1999,0.743333333,94.64939895
0.651366237,-4.761523098,0.110290688,0.128574354,0.130332351,0.260491135,0.0256,241620.177,0.54,174.4049691
0.653116039,-5.549237467,0.089560476,0.424793026,1.07e-06,0.168923646,0.380565282,228776.298,0.371133333,117.582701
0.581884718,-3.397690421,0.199664485,5.36e-06,0.152890658,0.287154986,0.463586406,235620.1603,0.122933333,87.11576659
0.565234361,-1.357,0.107935831,0.866056731,1.07e-06,0.129530639,0.375837728,168114.4497,0.879266667,114.5128396
0.665772815,-7.027822946,0.089015238,0.995,0.333166166,0.20705587,0.63822365,187472.8302,0.165866667,142.191432
0.561258033,-1.357,0.094507869,0.634076224,0.410025293,0.129514635,0.748835425,228783.0695,0.089933333,104.3002618
0.417636261,-4.888654378,0.109721412,0.506225048,0.496809902,0.069979042,0.771146858,249377.3438,0.629,149.0646644
0.555708663,-6.29076765,0.122251845,0.507739804,0.263696555,0.231720036,0.526894388,330067.8522,0.310666667,117.8000346
0.707918668,-15.13436728,0.077864608,0.185296877,0.30407682,0.0243,0.9313304,228342.1852,0.259866667,81.04920974
0.590925369,-3.648533012,0.031830268,0.330061982,0.403608285,0.0243,0.679638481,207597.9906,0.587266667,145.3964001
0.530663591,-13.49621444,0.180086889,5.36e-06,1.07e-06,0.390416163,0.140766008,152860.9282,0.515933333,120.3201739
0.899816986,-8.196316606,0.0235,0.273785078,1.07e-06,0.199729382,0.285463544,151154.1775,0.405266667,99.38533869
0.564189584,-13.66965276,0.091390003,5.36e-06,0.147007533,0.190349588,0.483374285,165490.4496,0.364133333,147.0147438
0.524501423,-14.78828501,0.066525613,0.698855612,1.07e-06,0.49712671,0.113721898,227434.1569,0.035266667,106.8422137
0.747855409,-3.368749545,0.0235,0.101812861,0.393896732,0.0243,0.978,151040.2656,0.3868,120.7337481
0.750735742,-10.29249555,0.077815581,0.060561205,0.243901499,0.0243,0.19003352,334574.6399,0.890466667,149.0934386
0.547450078,-17.18593552,0.0235,5.36e-06,0.298982741,0.174815696,0.623229581,126004.6624,0.481333333,146.5585464
0.947118317,-14.34594556,0.0235,0.103808563,0.21828382,0.045249824,0.800831151,286845.0492,0.799533333,68.48010387
0.655735076,-12.60638393,0.120011277,5.36e-06,0.126617529,0.0243,0.338737996,303725.9602,0.8966,124.9611437
0.591116332,-4.89522094,0.090538746,0.743258529,1.07e-06,0.271291985,0.437829122,214838.4775,0.569933333,102.4786857
0.756447497,-16.32871226,0.081634117,5.36e-06,1.07e-06,0.345854346,0.716543012,241055.9658,0.3494,157.5732221
